20120106T,211227.0,211227.0,211227.0,211227.0,0
20120109T,215957.0,215957.0,215957.0,215957.0,0
20120110T,250481.0,250481.0,250481.0,250481.0,0
20120111T,268551.0,268551.0,268551.0,268551.0,0
20120112T,264733.0,264733.0,264733.0,264733.0,0
20120113T,268261.0,268261.0,268261.0,268261.0,0
20120116T,268760.0,268760.0,268760.0,268760.0,0
20120117T,307215.0,307215.0,307215.0,307215.0,0
20120118T,301751.0,301751.0,301751.0,301751.0,0
20120119T,310750.0,310750.0,310750.0,310750.0,0
20120120T,314482.0,314482.0,314482.0,314482.0,0
20120123T,320124.0,320124.0,320124.0,320124.0,0
20120124T,338261.0,338261.0,338261.0,338261.0,0
20120125T,177032.0,177032.0,177032.0,177032.0,0
20120127T,206638.0,206638.0,206638.0,206638.0,0
20120130T,206295.0,206295.0,206295.0,206295.0,0
20120131T,212966.0,212966.0,212966.0,212966.0,0
20120201T,222535.0,222535.0,222535.0,222535.0,0
20120202T,221818.0,221818.0,221818.0,221818.0,0
20120203T,231510.0,231510.0,231510.0,231510.0,0
20120206T,251615.0,251615.0,251615.0,251615.0,0
20120207T,273018.0,273018.0,273018.0,273018.0,0
20120208T,295492.0,295492.0,295492.0,295492.0,0
20120209T,306144.0,306144.0,306144.0,306144.0,0
20120210T,312289.0,312289.0,312289.0,312289.0,0
20120213T,329843.0,329843.0,329843.0,329843.0,0
20120214T,332891.0,332891.0,332891.0,332891.0,0
20120215T,327992.0,327992.0,327992.0,327992.0,0
20120216T,320407.0,320407.0,320407.0,320407.0,0
20120217T,334430.0,334430.0,334430.0,334430.0,0
20120221T,351979.0,351979.0,351979.0,351979.0,0
20120222T,374825.0,374825.0,374825.0,374825.0,0
20120223T,199469.0,199469.0,199469.0,199469.0,0
20120224T,203027.0,203027.0,203027.0,203027.0,0
20120227T,228575.0,228575.0,228575.0,228575.0,0
20120228T,235010.0,235010.0,235010.0,235010.0,0
20120229T,263581.0,263581.0,263581.0,263581.0,0
20120301T,274010.0,274010.0,274010.0,274010.0,0
20120302T,262831.0,262831.0,262831.0,262831.0,0
20120305T,282465.0,282465.0,282465.0,282465.0,0
20120306T,289103.0,289103.0,289103.0,289103.0,0
20120307T,297922.0,297922.0,297922.0,297922.0,0
20120309T,311142.0,311142.0,311142.0,311142.0,0
20120312T,286501.0,286501.0,286501.0,286501.0,0
20120313T,351856.0,351856.0,351856.0,351856.0,0
20120314T,363182.0,363182.0,363182.0,363182.0,0
20120315T,368387.0,368387.0,368387.0,368387.0,0
20120316T,394686.0,394686.0,394686.0,394686.0,0
20120319T,373316.0,373316.0,373316.0,373316.0,0
20120320T,345448.0,345448.0,345448.0,345448.0,0
20120321T,335057.0,335057.0,335057.0,335057.0,0
20120322T,276696.0,276696.0,276696.0,276696.0,0
20120323T,280909.0,280909.0,280909.0,280909.0,0
20120326T,302131.0,302131.0,302131.0,302131.0,0
20120327T,319355.0,319355.0,319355.0,319355.0,0
20120328T,307640.0,307640.0,307640.0,307640.0,0
20120329T,120206.0,120206.0,120206.0,120206.0,0
20120330T,114400.0,114400.0,114400.0,114400.0,0
20120402T,122782.0,122782.0,122782.0,122782.0,0
20120403T,124665.0,124665.0,124665.0,124665.0,0
20120404T,130173.0,130173.0,130173.0,130173.0,0
20120409T,152243.0,152243.0,152243.0,152243.0,0
20120410T,162464.0,162464.0,162464.0,162464.0,0
20120411T,158008.0,158008.0,158008.0,158008.0,0
20120412T,161455.0,161455.0,161455.0,161455.0,0
20120413T,170857.0,170857.0,170857.0,170857.0,0
20120416T,176575.0,176575.0,176575.0,176575.0,0
20120417T,161930.0,161930.0,161930.0,161930.0,0
20120418T,159662.0,159662.0,159662.0,159662.0,0
20120419T,158243.0,158243.0,158243.0,158243.0,0
20120420T,169102.0,169102.0,169102.0,169102.0,0
20120423T,173232.0,173232.0,173232.0,173232.0,0
20120424T,183047.0,183047.0,183047.0,183047.0,0
20120425T,179515.0,179515.0,179515.0,179515.0,0
20120426T,84250.0,84250.0,84250.0,84250.0,0
20120427T,94126.0,94126.0,94126.0,94126.0,0
20120430T,92280.0,92280.0,92280.0,92280.0,0
20120502T,100052.0,100052.0,100052.0,100052.0,0
20120503T,107427.0,107427.0,107427.0,107427.0,0
20120504T,110564.0,110564.0,110564.0,110564.0,0
20120507T,117744.0,117744.0,117744.0,117744.0,0
20120508T,128174.0,128174.0,128174.0,128174.0,0
20120509T,134548.0,134548.0,134548.0,134548.0,0
20120510T,150640.0,150640.0,150640.0,150640.0,0
20120511T,165107.0,165107.0,165107.0,165107.0,0
20120514T,162712.0,162712.0,162712.0,162712.0,0
20120515T,158131.0,158131.0,158131.0,158131.0,0
